Timestamp,Order Number,Reminder: Tags Match?,Content,Puller,Area,REMINDER: Content,REMINDER: Packaging?,Error or Correct?,Details,Checker,REMINDER: Signed by Checker?
3/13/2024 15:47:32,005525r6 ,yes ,1816 SPF 20/16,TD JF,MDF,,yes,It was Correct,,Aundra,YES
3/13/2024 15:49:03,00552627 3xs ,yes ,"16GDPR 4/16 , 12GDPR 3/16 , 1417GDPR 32/17",NR CL ,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:54:26,552621,yes ,414CRPR 480/16,NR CL,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:55:11,00552526,yes ,1800AP 50 /16,TW TK ,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:57:09,552667,yes ,W1+WORS6 30/16,O G ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 16:01:08,00552656,yes ,414CPR 20/17 ,JA DH,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 16:03:08,00552541,yes ,358CR 32/16,RD BB,MDF,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 16:03:55,552668,yes ,414B620PR 40/16,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:08:43,552588,yes ,112#3PINE12 18/22,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:09:43,00552282,yes ,12CLEAT96 1008/8,No sign Special order,Returns,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 16:12:25,552525,yes ,"1600ACM 8/12
14ABC/122 37/16",CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:14:18,552525,yes ,"11200AP 24/12
11000AP 24/12",CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:16:18,552584,yes ,1410ABC/122 250/10,TK/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:17:10,552640,yes ,1400ABC/122 120/16,TK/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:18:56,552567,yes ,1600A122 115/14,CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:20:32,552632,yes ,358CR 1/16,BB/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:22:25,552587,yes ,514CR 20/16,JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:30:53,552294,yes ,"1600AP 64/12
1800AP 48/12
1400AP 96/12",MJ/RD,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:34:30,00552603,yes ,34ABM 5/8,Sam,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 16:41:12,552604,yes ,"BSHPR 50/16
QRPR 120/16
514B2008PR 30/16
314CRPR 30/16
134CRPR 20/16
414B620PR 30/16
16GDPR 30/16
112GDPR 32/16(ERROR)
112GDPR 3/16(ERROR)",DH/JA,WH 4,Yes,yes,Major Count,"They were supposed to have had 35 count of 112 GDPR, they instead had 30 count. ",Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/13/2024 16:45:30,552673,yes ,514B618PR 5/16,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:47:01,552633,yes ,258CRPR 50/16,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:48:29,0550653B,yes ,11000AP 35/14,CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:51:50,552-449,yes ,"1616WRC 7/16
11220WRC 18/20
11216WRC 14/16 4/16",GG/SJ,Returns,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 16:56:44,00552282,yes ,12CLEAT96 1008/8,No sign Special order,Returns,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 16:59:21,00552611 5xs ,yes ,"11216MDF 8/16 /96/16 / 96/16 , / 95/16 / 86/16 ",PD,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 17:00:34,00552671,yes ,6612TC 12/12,SAM,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 17:02:06,00552439,not multiple tags,11616MDF 20/16,SAM,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 17:04:43,552640,yes ,"21216APT 12/16
54816APT 12/16
1816APT 12/16
1616#2122APT 32/16
54412APT 48/12",BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:14:03,552684,yes ,414B620PR 29/16,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:15:11,551918,yes ,11216APT 38/16,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:17:40,552537,yes ,112#1S1S2E 1/16,NO SIGN,WH 5 (Scott Knight) ,Yes,yes,Not signed,,Bryan,YES
3/13/2024 17:18:51,552613,yes ,1610VC 12/10,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:19:43,552525,yes ,1616APT 12/16,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:22:20,552640,yes ,"21212APT 12/12
2128APT 8/8
2412APT 48/12
1810APT 12/10
148APT 24/8",BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:26:42,0549456A,yes ,112#1S1S2E 60/16,NO SIGN,WH 5 (Scott Knight) ,Yes,yes,Not signed,,Bryan,YES
3/13/2024 17:27:27,0552139A,yes ,112#1S1S2E 60/16,Not signed,WH 5 (Scott Knight) ,Yes,yes,Not signed,,Bryan,YES
3/13/2024 17:29:09,552628,yes ,1412APT 192/12,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:30:08,552628,yes ,1612APT 135/12,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:54:12,552634,yes ,"548EP 21/16 9/16
546EP 12/16",MS,WH 1,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 17:54:55,552623,yes ,312CHR 2/16,BB/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 17:55:29,552670,not multiple tags,112EP 15/16,MS,WH 1,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 18:45:37,552474,yes ,1616#2122 112/16,CP/TW,AP,Yes,yes,Minor Count,I believe they ran out of stock on this item code. The actual count is 111 (112 was scratched out and 111 written next to it circled).,Bryan,YES
3/13/2024 18:47:18,552426,yes ,1816AP 20/16,CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 19:16:26,552504,yes ,"1812WRC 24/12
1410SPF 24/10
148SPF 24/8",SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/14/2024 12:41:57,552730,yes ,3cpr100,CP/ TRAE,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 12:46:59,552624,not multiple tags,1812#2SL 50/12,CP/TRAE,AP,Yes,yes,It was Correct,,Calvin,YES
3/14/2024 12:51:06,552704,yes ,"14WPFJPR2 50/16
18WPFJPR2 66/16 14/16",DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/14/2024 12:57:06,552651,yes ,1814#2syp 81/14 15/14 ,CP/TRAE,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 13:30:57,552648,yes ,188#2SYP 26/8 4/8,CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 13:36:12,552687,yes ,16WPFJPR2 150/16,DG/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 13:37:59,552698,yes ,"148AP 30/8
1816#2SL 90/16",CL,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 13:41:59,552670,yes ,126FJPR2/239/16  61/16     14WPFJPR2/ 25/16,No Sign ,WH 4,Yes,yes,No Sign ,,Dennis,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/14/2024 13:45:44,552698,yes ,16VCSPFP 140/16,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/14/2024 13:47:35,552575,yes ,"QRPR 200/16
110FJPR2 25/16",DH/JA,WH 4,Yes,yes,Damage,One board in unit was chipped with a 6 and 1/2 or 7 in. long forklift rake. ,Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/14/2024 13:52:45,552572,not multiple tags,1600#2105.  70/16,CP/TRAE,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 13:55:01,552718,yes ,8COLCR 144/16,BB,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 13:56:27,552681,not multiple tags,16SMB,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 13:58:13,552681,not multiple tags,16SMB,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 13:58:26,552963,yes ,126FJPR2 80/16,CL/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:00:16,552681,not multiple tags,16SMB.   128/16,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:01:50,552681,not multiple tags,16SMB.   128/16,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:03:19,552681,not multiple tags,16SMB.   128/16,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:12:06,552690,not multiple tags,112WPFJ.    46/16,CL/NR,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:12:11,552695,yes ,"314C39984PR 59/17
3BPR 63/16",DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:13:12,552706,yes ,"1612#2122 57/12
1614#2122 79/14",TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:14:19,552718,yes ,"112GDPR 60/16
18GDPR 60/16",MJ/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:15:32,552690,not multiple tags,112WPFJ.   114/16,JPC,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:15:38,552732,yes ,"7CR 13/16 19/16
412CE 32/16",JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:26:32,552732,yes ,"3BPR 32/16
QRPR 80/16
138BCOR32/16
234CRPR 32/16
514B2008PR 94/16",DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:27:48,552739,yes ,1600A122 72/14,CL,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:29:19,552750,yes ,138BCPR 189/16 11/16,MJ/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:30:42,552708,yes ,314C444PR17 1/17,GG/SJ,Returns,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:31:42,552677,yes ,614COLCR 5/16,RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:32:02,552713,yes ,11216AP.   12/16.      1128AP/24/8.     11212AP/2412,CL/TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:33:30,552680,yes ,314BPR 3/16,CL/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:34:59,552683,yes ,314C9EPR17 50/17,CL/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:35:56,552620,yes ,18NG 15/16,RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:36:59,552715,yes ,BSHPR/300.     134CRPR/200,CP/TRAE,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:38:26,552699,yes ,"314C399PR17 9/17
314BPR 27/16
QRPR 40/16
614WSPR 2/16",CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:39:12,552691,yes ,QRPR 400/16,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:41:01,552722,yes ,112#3PINE8 10/8,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:41:50,552686,yes ,1412WP 24/12,CL/TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:42:48,552705,yes ,7CR 32/16,JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:44:09,552724,yes ,1600A122 87/12,TK ,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:45:20,552686,yes ,11212SPF 12/12,RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:47:20,552657,yes ,16GDPR 294/16,JP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:48:01,552686,yes ,1812#2SL 74/12,CL ,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:50:23,552545,yes ,314B713PR/50/16.     214CPR/50/14,CP/TRAE,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:53:07,552710,not multiple tags,314CRPR/ 672/16,JPC,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 14:55:04,552570,yes ,"1614AP 30/14
1414AP 30/14
1800AP 25/10 25/12
11200APV25/8 25/10",CL/TK,AP,Yes,yes,Major Count,"They are supposed to have a total of 30 count 1 by 6, 14-footers. They have 25 here. ",Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/14/2024 14:57:41,552757,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:58:33,552746,yes ,112WPFJPR2 164/16,JP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 14:59:49,552674,not multiple tags,1816ASL/10/16,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 15:00:19,552751,yes ,"1400AP 20/12
1600A117 50/16",CL/TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 15:01:05,552750,yes ,714SB 40/16,JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 15:02:28,552530,yes ,1616#2SYP/ 2/16.     13/16.    15/16,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 15:02:49,552735,yes ,11210EWP 57/10 43/10,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/14/2024 15:04:04,0552209A,yes ,168#2CM 78/8,CL,AP,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 15:05:58,552713,not multiple tags,134CRPR,CL/NR,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 15:21:38,552698,yes ,112#2PINE8 30/8,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/14/2024 15:23:57,00552599,yes ,ĹWM1-1/4 FULL ROUND 5/16,Hill ,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/14/2024 15:24:55,552764,not multiple tags,714B218.   30/16,JF/RD,MDF,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 15:26:42,00552476 4xs ,yes ,"LWM995 200/16 , WM106 50/16, WM142 25/16, LWM223 13/16",Hill,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/14/2024 15:27:45,00551042A,yes ,WM188 15/16,Hill,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/14/2024 15:29:04,00552698,yes ,WM623 100/16,Hill,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/14/2024 15:34:31,552402,not multiple tags,214CPR.    20/14,CP/TRAE,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 15:35:27,00552721,yes ,314CPR010  18/17,NR CL,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/14/2024 15:38:09,552621,not multiple tags,1417WPFJPR2.   451/17,JPC,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 15:50:02,552658,yes ,54416TF.  29/16.  43/16.  144/16,SCOT KNIGHT,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 15:51:37,552658,not multiple tags,54416TF.  144/16,SCOT KNIGHT,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 15:52:56,552658,not multiple tags,54416TF,SCOT KNIGHT,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 16:05:59,552769,yes ,16VCSPFP.   10/16.    15/16,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Dennis,YES
3/14/2024 16:34:23,00552525 3xs ,yes ,18GDPR 12/16 / 1800A105 12/12 / 1600A105 12/12 ,ARK PINE,AP,Yes,yes,No sign,No signatures or initials on it ,Aundra,YES
3/14/2024 16:45:07,00552771,yes ,1400AP 64/8,Tk,AP,Yes,yes,It was Correct,,Aundra,YES
3/14/2024 17:00:35,551535,yes ,54612EBOG.   5/12.  31/12,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:02:17,551396,not multiple tags,54612EBOG.   33/12,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:04:04,551396,not multiple tags,54612EBOG.    64/12,DOOLIE,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:06:46,552749,yes ,112MDFPR 96/16,BB,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 17:07:54,552723,yes ,"QRPR 280/16
314BPR 63/16",DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 17:10:33,552749,yes ,112WPFJPR2 12/16 56/16,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 17:11:23,552737,yes ,514B218 33/16,JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 17:14:34,552732,yes ,"214CPR 72/14
314C39984PR 59/17",DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 17:15:32,552750,yes ,714SB 160/16,BB,MDF,Yes,yes,It was Correct,,Bryan,YES
3/14/2024 17:15:49,552636,not multiple tags,54620ACS.    22/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:17:37,552726,not multiple tags,54620AFWG.   64/20,DOOLIE,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:19:45,552679,yes ,54620AGSG. 21/20.  23/20,CH,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:23:00,552701,yes ,54616ASG.  10/16.       54612ASG.  15/12,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:38:46,552636,yes ,54616ACS.  11/16.     34/16,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:40:51,552636,yes ,54612ACS.  11/12.    64/12,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:42:52,552636,yes ,54412APWT.   51/12.     4/12,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:44:36,552649,not multiple tags,11212RJBD.   3/12,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 17:51:49,552726,yes ,54620AFW.   5/20.    54620AFWG.    11/20 ,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 18:42:36,552799,yes ,54612APWT.   23/12.     11212RJWT.  4/12.       54616APWT.    13/16.    10/16,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 18:47:14,552113,not multiple tags,54620AGCS.    40/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 18:52:00,552755,not multiple tags,54620AWT.    16/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 18:54:27,552755,not multiple tags,54620AWT.    64/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/14/2024 19:01:20,552655,yes ,54620ASG.   14/20.    41/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:08:44,552729,yes ,1612WRC/  3/12.       1412WRC.  20/12,GG,Returns,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:10:55,552826,yes ,1812#2CM.  12/12.    192/12,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:16:40,552682,not multiple tags,1400AP.   384/8 ,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:17:59,552682,not multiple tags,1600AP.  256/8,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:28:19,552834,yes ,16GDPR 266/16,WF,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:28:53,552800,yes ,16WPFJPR2 287/16,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:30:52,552790,yes ,1816A122 75/16,CL,AP,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:30:53,552808,not multiple tags,314C444PR17.   200/17,DH/JA,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:34:10,552814,yes ,14WPFJ.  34/16.    16/16,CP/TRAE,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:37:15,552759,yes ,"16FPR2 10/16
18GDPR 10/16
16GDPR 10/16
14GDPR 10/16
214CPR 58/14",CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:40:31,0551042A,not multiple tags,WM106.  25/16,HH ,Stain Grade,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:41:41,552762,yes ,"314B713PR 32/16
214CPR 111/14 104/14",DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:47:02,552810,yes ,"134CRPR 108/16
392/16",MJ/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:48:28,552828,yes ,QRPR 40/16,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:49:09,552759,yes ,WM713.  4/12  4/13. 50/14-   WM106.  40/14.  40/16-   LWM233.  40/16-   WM205.  16/10.  40/16-    WM142.  4/12. 4/13. 50/14-     LWM266.  50/16,HH/NE,Stain Grade,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:55:01,552794,yes ,1612#2105 256/12,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:56:17,552768,yes ,1800WP 30/10 30/12,CL,AP,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:56:40,552806,not multiple tags,514B5180PR.   16/16,CP/TRAE,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 13:57:01,552768,yes ,1600WP 100/10,CL ,AP,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 13:57:41,552768,yes ,1600WP 100/8,CL,AP,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 14:01:51,552539,not multiple tags,1X2S4SSE.  50/16,JS,WH 1,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 14:07:16,552754,yes ,424ACOV 1/16,SJ,Returns,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 14:14:13,552727,yes ,WOWC003.  4/16-     WOWC006.  5/16,DH,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 14:16:31,552778,not multiple tags,W1+1X2S4SSE.   30/16,DH,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 14:22:04,552736,not multiple tags,1600A122.  256/16,TK,AP,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 14:22:51,00552453,yes ,"8COLORCRF 8"" 1/16",RD BB,MDF,,yes,It was Correct,,Aundra,YES
3/15/2024 14:28:58,00552824,yes ,"11200WP 35/10, / 35/16",TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/15/2024 14:30:00,552824,yes ,1600WP75/10,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/15/2024 14:32:22,00552792,yes ,W+1SPBC4 120/16,OG,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/15/2024 14:32:37,552512,yes ,BSHPR.  100/16-     214CPR.  29/14-   514CRPR.   13/16,CP/TRAE,WH 4,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 14:36:41,00552843,yes ,11016AP 16' 30/16,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/15/2024 14:41:52,00552683,yes ,541218AF 1/18,GALLOW,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/15/2024 14:42:44,00552760,yes ,118ABC 25/16,GALLOW,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/15/2024 14:44:36,00552752,yes ,1.5818ATM 2/18,GALLOW ,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/15/2024 14:45:22,00552535,yes ,1418AF,BJ DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/15/2024 14:49:37,552075,not multiple tags,54616DWG.   6/16,CH,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 14:51:40,552795,not multiple tags,54620EFPMG.   6/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 14:53:08,552813,not multiple tags,54620EBO.   13/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 15:25:53,552782,yes ,54616PEG.  2/16-      54620PE.  14/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 15:31:48,552782,not multiple tags,54612PEG.   40/12,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 15:33:21,552782,not multiple tags,54616PEG.   64/16,DOOLIE ,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 15:37:17,552827,not multiple tags,11212RJCS.   5/12,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 15:45:56,552113,yes ,54616AGCS.   9/16-    1/16,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 15:51:23,552781,not multiple tags,54620RE.   8/20,CH/TW,AZEK,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 16:05:16,552805,not multiple tags,5448TF.   144/8,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 16:07:03,552843,not multiple tags,21010APT.    50/10,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 16:08:37,552851,not multiple tags,58600CP.   150/16,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 16:14:19,552805,not multiple tags,5448TF.   144/8,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 16:15:38,552811,not multiple tags,54410TF,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 16:16:50,552639,yes ,888CBR 2/8,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 16:16:59,552815,not multiple tags,54416TF.   144/16,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 16:19:26,552843,yes ,1410AP 120/10,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 16:20:39,552843,yes ,1412AP 120/12,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/15/2024 16:22:25,552851,not multiple tags,16VCSPFP.   150/16,SN,WH 1,Yes,yes,It was Correct,,Dennis,YES
3/15/2024 16:25:14,552836,yes ,"1616A112 14/16
1614A122 32/14",TK,AP,Yes,yes,It was Correct,,Bryan,YES
